date,price,open,high,low,vol.,change %,vol,perc_chg
07-05-2024,942.47,938.89,943.02,938.36,,0.30%,,
08-05-2024,940.03,940.65,944.05,937.59,,-0.26%,,
09-05-2024,941.88,940.18,942.49,936.52,,0.20%,,
10-05-2024,941.88,941.73,943.97,939.59,,0.00%,,
13-05-2024,943.25,942.31,945.05,940.85,,0.15%,,
14-05-2024,946.51,942.54,946.83,942.53,,0.35%,,
15-05-2024,949.90,946.46,951.92,946.46,,0.36%,,
16-05-2024,955.43,951.06,955.94,951.06,,0.58%,,
17-05-2024,961.04,955.21,961.53,954.66,,0.59%,,
20-05-2024,962.58,960.77,964.92,960.77,,0.16%,,
21-05-2024,962.47,961.80,964.24,961.04,,-0.01%,,
22-05-2024,960.50,962.42,964.10,959.19,,-0.20%,,
23-05-2024,963.74,960.23,964.86,956.97,,0.34%,,
24-05-2024,961.18,962.96,963.10,955.60,,-0.27%,,
27-05-2024,963.19,961.21,963.88,960.09,,0.21%,,
28-05-2024,969.66,963.96,969.79,963.96,,0.67%,,
29-05-2024,960.54,968.43,969.59,959.77,,-0.94%,,
30-05-2024,959.16,957.64,959.45,955.81,,-0.14%,,
31-05-2024,962.49,958.59,963.91,958.52,,0.35%,,
03-06-2024,967.49,962.84,968.70,962.84,,0.52%,,
04-06-2024,966.52,969.11,971.46,966.47,,-0.10%,,
05-06-2024,967.21,967.67,970.27,966.28,,0.07%,,
06-06-2024,972.80,967.94,973.98,966.57,,0.58%,,
07-06-2024,972.54,973.57,977.43,972.04,,-0.03%,,
10-06-2024,966.02,971.32,972.65,965.01,,-0.67%,,
11-06-2024,963.34,967.12,968.24,961.90,,-0.28%,,
12-06-2024,974.24,963.55,974.24,963.55,,1.13%,,
13-06-2024,974.28,972.34,976.38,972.34,,0.00%,,
14-06-2024,963.21,973.16,974.58,961.75,,-1.14%,,
17-06-2024,965.06,962.48,965.96,962.48,,0.19%,,
18-06-2024,970.16,965.45,971.70,965.45,,0.53%,,
19-06-2024,968.82,970.71,971.08,967.35,,-0.14%,,
20-06-2024,969.48,968.71,970.32,966.45,,0.07%,,
21-06-2024,967.34,969.11,970.62,966.71,,-0.22%,,
24-06-2024,964.23,967.37,968.93,958.31,,-0.32%,,
25-06-2024,967.89,964.01,968.85,964.01,,0.38%,,
26-06-2024,968.98,968.25,970.53,966.07,,0.11%,,
27-06-2024,964.81,969.04,969.74,964.03,,-0.43%,,
28-06-2024,962.35,964.08,965.22,961.18,,-0.25%,,
01-07-2024,964.73,963.20,967.58,962.37,,0.25%,,
02-07-2024,968.77,965.13,968.79,965.13,,0.42%,,
03-07-2024,974.16,968.13,974.18,968.13,,0.56%,,
04-07-2024,977.70,973.38,978.03,973.28,,0.36%,,
05-07-2024,979.67,978.04,980.76,977.17,,0.20%,,
08-07-2024,980.95,980.09,981.90,977.86,,0.13%,,
09-07-2024,979.35,980.43,984.27,978.56,,-0.16%,,
10-07-2024,978.51,979.21,980.73,977.23,,-0.09%,,
11-07-2024,985.05,978.87,986.81,978.87,,0.67%,,
12-07-2024,987.82,983.75,988.14,982.94,,0.28%,,
15-07-2024,989.11,987.15,990.08,986.26,,0.13%,,
16-07-2024,990.49,986.72,991.68,986.72,,0.14%,,
17-07-2024,988.19,991.39,992.41,984.81,,-0.23%,,
18-07-2024,992.85,988.34,994.04,987.03,,0.47%,,
19-07-2024,987.79,991.62,992.71,986.41,,-0.51%,,
22-07-2024,980.02,986.84,988.10,979.00,,-0.79%,,
23-07-2024,975.56,980.07,981.27,975.39,,-0.46%,,
24-07-2024,975.45,975.67,978.47,972.05,,-0.01%,,
25-07-2024,970.98,974.79,974.98,968.01,,-0.46%,,
26-07-2024,975.15,970.50,975.90,970.50,,0.43%,,
29-07-2024,978.50,975.03,980.37,975.03,,0.34%,,
30-07-2024,977.95,977.09,980.53,976.96,,-0.06%,,
31-07-2024,980.22,978.10,982.67,978.10,,0.23%,,
01-08-2024,970.20,981.14,982.53,969.81,,-1.02%,,
02-08-2024,971.33,970.02,973.53,966.84,,0.12%,,
05-08-2024,946.55,970.02,970.02,943.62,,-2.55%,,
06-08-2024,957.38,945.54,957.58,942.37,,1.14%,,
07-08-2024,961.90,956.53,963.28,956.53,,0.47%,,
08-08-2024,959.93,961.40,963.57,957.14,,-0.20%,,
09-08-2024,966.35,960.05,968.02,960.05,,0.67%,,
12-08-2024,969.02,965.93,969.80,965.76,,0.28%,,
13-08-2024,970.96,969.11,972.19,967.03,,0.20%,,
14-08-2024,976.12,972.50,977.44,972.29,,0.53%,,
15-08-2024,975.66,975.82,977.64,973.62,,-0.05%,,
16-08-2024,985.01,974.84,986.45,974.84,,0.96%,,
19-08-2024,990.74,986.23,991.68,986.23,,0.58%,,
20-08-2024,995.92,988.43,997.66,988.43,,0.52%,,
21-08-2024,998.50,994.32,"1,000.83",994.32,,0.26%,,
22-08-2024,997.92,998.36,"1,000.85",997.15,,-0.06%,,
23-08-2024,"1,004.35",997.35,"1,005.00",996.45,,0.64%,,
26-08-2024,"1,004.14","1,005.71","1,007.00","1,002.76",,-0.02%,,
27-08-2024,"1,003.25","1,003.09","1,005.86","1,002.25",,-0.09%,,
28-08-2024,998.60,"1,003.06","1,004.78",997.82,,-0.46%,,
29-08-2024,"1,000.20",997.98,"1,000.59",996.66,,0.16%,,
30-08-2024,999.74,999.80,"1,002.47",998.57,,-0.05%,,
02-09-2024,"1,000.33",999.12,"1,001.18",998.91,,0.06%,,
03-09-2024,997.09,999.88,"1,002.02",996.64,,-0.32%,,
04-09-2024,997.73,994.70,997.86,993.94,,0.06%,,
05-09-2024,996.34,997.50,"1,000.71",995.32,,-0.14%,,
06-09-2024,996.67,996.27,"1,000.82",995.56,,0.03%,,
09-09-2024,992.92,995.84,996.11,992.34,,-0.38%,,
10-09-2024,988.92,991.68,994.22,988.59,,-0.40%,,
11-09-2024,986.78,989.52,991.69,985.40,,-0.22%,,
12-09-2024,988.95,986.65,990.01,984.89,,0.22%,,
13-09-2024,992.36,989.54,993.41,989.54,,0.34%,,
16-09-2024,990.03,987.54,993.04,987.33,,-0.23%,,
17-09-2024,994.90,990.05,996.72,990.03,,0.49%,,
18-09-2024,994.62,994.33,998.13,993.75,,-0.03%,,
19-09-2024,992.03,992.69,"1,002.83",988.26,,-0.26%,,
20-09-2024,992.20,993.40,998.00,989.96,,0.02%,,
23-09-2024,991.36,992.22,993.97,988.75,,-0.08%,,
24-09-2024,998.61,990.13,"1,000.92",990.13,,0.73%,,
25-09-2024,"1,005.58","1,000.35","1,005.79","1,000.35",,0.70%,,
26-09-2024,"1,004.36","1,004.22","1,007.31","1,003.60",,-0.12%,,
27-09-2024,"1,007.05","1,004.25","1,007.57","1,002.69",,0.27%,,
30-09-2024,"1,005.67","1,006.51","1,007.81","1,003.47",,-0.14%,,
01-10-2024,"1,001.94","1,005.10","1,009.43","1,000.74",,-0.37%,,
02-10-2024,997.10,"1,001.63","1,001.63",995.35,,-0.48%,,
03-10-2024,993.21,996.83,998.95,993.19,,-0.39%,,
04-10-2024,992.51,993.54,995.84,990.97,,-0.07%,,
07-10-2024,994.32,991.57,995.16,990.82,,0.18%,,
08-10-2024,992.78,994.21,996.95,992.22,,-0.15%,,
