date,price,open,high,low,vol.,change %,vol,perc_chg
2025-03-03,"2,466.29","2,422.24","2,475.22","2,421.69",,1.80%,,
2025-03-04,"2,439.54","2,468.80","2,469.49","2,433.33",,-1.08%,,
2025-03-05,"2,492.65","2,447.84","2,498.35","2,441.74",,2.18%,,
2025-03-06,"2,507.99","2,498.12","2,515.72","2,492.86",,0.62%,,
2025-03-07,"2,495.73","2,506.42","2,506.42","2,484.74",,-0.49%,,
2025-03-10,"2,467.08","2,495.44","2,499.00","2,462.18",,-1.15%,,
2025-03-11,"2,442.71","2,466.23","2,471.53","2,436.79",,-0.99%,,
2025-03-12,"2,455.33","2,439.91","2,465.31","2,435.71",,0.52%,,
2025-03-13,"2,443.97","2,453.18","2,459.57","2,438.55",,-0.46%,,
2025-03-14,"2,466.55","2,443.54","2,469.43","2,439.85",,0.92%,,
2025-03-17,"2,498.24","2,468.54","2,498.73","2,468.47",,1.28%,,
2025-03-18,"2,511.97","2,495.75","2,519.86","2,495.46",,0.55%,,
2025-03-19,"2,507.22","2,514.69","2,521.23","2,501.02",,-0.19%,,
2025-03-20,"2,500.48","2,518.43","2,522.51","2,490.68",,-0.27%,,
2025-03-21,"2,484.98","2,502.25","2,505.81","2,481.29",,-0.62%,,
2025-03-24,"2,472.02","2,484.02","2,496.06","2,471.09",,-0.52%,,
2025-03-25,"2,489.64","2,473.78","2,498.97","2,472.49",,0.71%,,
2025-03-26,"2,475.59","2,487.89","2,493.86","2,471.36",,-0.56%,,
2025-03-27,"2,470.17","2,471.76","2,478.61","2,454.87",,-0.22%,,
2025-03-28,"2,451.37","2,469.37","2,470.64","2,446.76",,-0.76%,,
2025-03-31,"2,400.82","2,452.39","2,452.84","2,394.34",,-2.06%,,
2025-04-01,"2,425.08","2,402.29","2,427.43","2,401.88",,1.01%,,
2025-04-02,"2,421.83","2,422.05","2,425.16","2,404.86",,-0.13%,,
2025-04-03,"2,412.15","2,425.29","2,433.16","2,394.54",,-0.40%,,
2025-04-04,"2,281.19","2,402.43","2,402.43","2,266.07",,-5.43%,,
2025-04-07,"2,142.94","2,276.88","2,276.89","2,131.10",,-6.06%,,
2025-04-08,"2,211.87","2,141.94","2,233.16","2,141.94",,3.22%,,
2025-04-09,"2,165.83","2,220.72","2,221.11","2,145.19",,-2.08%,,
2025-04-10,"2,293.24","2,155.61","2,310.15","2,155.61",,5.88%,,
2025-04-11,"2,297.70","2,304.21","2,311.83","2,275.38",,0.19%,,
2025-04-14,"2,354.66","2,305.32","2,360.31","2,305.32",,2.48%,,
2025-04-15,"2,385.04","2,356.86","2,385.04","2,356.30",,1.29%,,
