date,price,open,high,low,change %,vol,perc_chg
2016-01-01,794.21,794.02,794.34,793.85,0.01%,,
2016-01-04,767.77,792.78,792.78,766.51,-3.33%,,
2016-01-05,768.46,767.57,771.67,765.18,0.09%,,
2016-01-06,759.81,767.9,768.11,758.88,-1.13%,,
2016-01-07,738.86,758.87,759.15,737.88,-2.76%,,
2016-01-08,740.07,737.76,744.04,736.77,0.16%,,
2016-01-11,723.36,735.52,735.52,722.15,-2.26%,,
2016-01-12,723.21,723.69,726.91,719.36,-0.02%,,
2016-01-13,729.56,723.47,733.3,723.47,0.88%,,
2016-01-14,723.15,726.77,726.77,717.95,-0.88%,,
2016-01-15,709.19,724.45,725.69,706.1,-1.93%,,
2016-01-18,703.41,707.2,708.44,703.1,-0.82%,,
2016-01-19,714.37,703,716.95,701.95,1.56%,,
2016-01-20,692.76,713.58,713.58,689.68,-3.03%,,
2016-01-21,688.52,694.44,699.13,686.74,-0.61%,,
2016-01-22,710.66,691.21,712.44,691.21,3.22%,,
