Reporting Date,Debt/Equity,Investment Route,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
14-Mar-23,Equity,Sub-total,9561.45,6552.83,3008.62,367.29,Rs.81.9132,
15-Mar-23,Equity,Stock Exchange,7265.94,9629.61,-2363.67,-286.99,Rs.82.3619,
15-Mar-23,Equity,Primary market & others,157.85,3.02,154.83,18.8,Rs.82.3619,
15-Mar-23,Equity,Sub-total,7423.79,9632.63,-2208.84,-268.19,Rs.82.3619,
16-Mar-23,Equity,Stock Exchange,5737.78,6984.47,-1246.69,-151.12,Rs.82.4955,
16-Mar-23,Equity,Primary market & others,0,0,0,0,Rs.82.4955,
16-Mar-23,Equity,Sub-total,5737.78,6984.47,-1246.69,-151.12,Rs.82.4955,
17-Mar-23,Equity,Stock Exchange,8250.53,8070.08,180.45,21.82,Rs.82.6841,
17-Mar-23,Equity,Primary market & others,1.24,14.99,-13.75,-1.66,Rs.82.6841,
17-Mar-23,Equity,Sub-total,8251.77,8085.07,166.7,20.16,Rs.82.6841,
20-Mar-23,Equity,Stock Exchange,18800.66,20522.02,-1721.36,-208.73,Rs.82.4663,
20-Mar-23,Equity,Primary market & others,22.67,0,22.67,2.75,Rs.82.4663,
20-Mar-23,Equity,Sub-total,18823.33,20522.02,-1698.69,-205.98,Rs.82.4663,
21-Mar-23,Equity,Stock Exchange,4717.4,6619.8,-1902.4,-230.59,Rs.82.5030,
21-Mar-23,Equity,Primary market & others,0,3.25,-3.25,-0.39,Rs.82.5030,
21-Mar-23,Equity,Sub-total,4717.4,6623.05,-1905.65,-230.98,Rs.82.5030,
23-Mar-23,Equity,Stock Exchange,12209.39,13251.63,-1042.24,-126.06,Rs.82.6799,
23-Mar-23,Equity,Primary market & others,2.07,4.16,-2.09,-0.25,Rs.82.6799,
23-Mar-23,Equity,Sub-total,12211.46,13255.79,-1044.33,-126.31,Rs.82.6799,
24-Mar-23,Equity,Stock Exchange,6184.13,6670.17,-486.04,-59.16,Rs.82.1590,
24-Mar-23,Equity,Primary market & others,874.76,2.23,872.53,106.2,Rs.82.1590,
24-Mar-23,Equity,Sub-total,7058.89,6672.4,386.49,47.04,Rs.82.1590,
27-Mar-23,Equity,Stock Exchange,5314.88,6767.45,-1452.57,-176.63,Rs.82.2378,
27-Mar-23,Equity,Primary market & others,4.04,8.21,-4.17,-0.51,Rs.82.2378,
27-Mar-23,Equity,Sub-total,5318.92,6775.66,-1456.74,-177.14,Rs.82.2378,
28-Mar-23,Equity,Stock Exchange,4758.99,5397.26,-638.27,-77.5,Rs.82.3558,
28-Mar-23,Equity,Primary market & others,15.52,0,15.52,1.88,Rs.82.3558,
28-Mar-23,Equity,Sub-total,4774.51,5397.26,-622.75,-75.62,Rs.82.3558,
29-Mar-23,Equity,Stock Exchange,7146.92,5190.25,1956.67,238.02,Rs.82.2068,
29-Mar-23,Equity,Primary market & others,0,9.82,-9.82,-1.19,Rs.82.2068,
29-Mar-23,Equity,Sub-total,7146.92,5200.07,1946.85,236.83,Rs.82.2068,
31-Mar-23,Equity,Stock Exchange,9812.69,8761.52,1051.17,127.63,Rs.82.3603,
31-Mar-23,Equity,Primary market & others,102.89,318.81,-215.92,-26.22,Rs.82.3603,
31-Mar-23,Equity,Sub-total,9915.58,9080.33,835.25,101.41,Rs.82.3603,
03-Apr-23,Equity,Stock Exchange,11782.15,10450.6,1331.55,161.96,Rs.82.2169,
03-Apr-23,Equity,Primary market & others,1213.22,178.53,1034.69,125.85,Rs.82.2169,
03-Apr-23,Equity,Sub-total,12995.37,10629.13,2366.24,287.81,Rs.82.2169,
05-Apr-23,Equity,Stock Exchange,5004.07,4440.06,564.01,68.46,Rs.82.3867,
05-Apr-23,Equity,Primary market & others,5.23,11.1,-5.87,-0.71,Rs.82.3867,
05-Apr-23,Equity,Sub-total,5009.3,4451.16,558.14,67.75,Rs.82.3867,
06-Apr-23,Equity,Stock Exchange,7361.03,6551.94,809.09,98.44,Rs.82.1892,
06-Apr-23,Equity,Primary market & others,14.14,0.77,13.37,1.63,Rs.82.1892,
06-Apr-23,Equity,Sub-total,7375.17,6552.71,822.46,100.07,Rs.82.1892,
10-Apr-23,Equity,Stock Exchange,5642.71,5176.3,466.41,56.9,Rs.81.9753,
10-Apr-23,Equity,Primary market & others,4.03,16.18,-12.15,-1.48,Rs.81.9753,
10-Apr-23,Equity,Sub-total,5646.74,5192.48,454.26,55.42,Rs.81.9753,
11-Apr-23,Equity,Stock Exchange,4134,2995.22,1138.78,139.03,Rs.81.9105,
11-Apr-23,Equity,Primary market & others,248.62,3.94,244.68,29.87,Rs.81.9105,
11-Apr-23,Equity,Sub-total,4382.62,2999.16,1383.46,168.9,Rs.81.9105,
12-Apr-23,Equity,Stock Exchange,6953.97,6059.6,894.37,108.95,Rs.82.0881,
12-Apr-23,Equity,Primary market & others,141.9,5.81,136.09,16.58,Rs.82.0881,
12-Apr-23,Equity,Sub-total,7095.87,6065.41,1030.46,125.53,Rs.82.0881,
13-Apr-23,Equity,Stock Exchange,8437.01,6289.99,2147.02,261.6,Rs.82.0712,
13-Apr-23,Equity,Primary market & others,14.89,9.99,4.9,0.6,Rs.82.0712,
13-Apr-23,Equity,Sub-total,8451.9,6299.98,2151.92,262.2,Rs.82.0712,
17-Apr-23,Equity,Stock Exchange,8122.57,7627.2,495.37,60.43,Rs.81.9755,
17-Apr-23,Equity,Primary market & others,309.08,0.1,308.98,37.69,Rs.81.9755,
17-Apr-23,Equity,Sub-total,8431.65,7627.3,804.35,98.12,Rs.81.9755,
18-Apr-23,Equity,Stock Exchange,13350.94,12913.9,437.04,53.33,Rs.81.9456,
18-Apr-23,Equity,Primary market & others,0.88,15.91,-15.03,-1.83,Rs.81.9456,
18-Apr-23,Equity,Sub-total,13351.82,12929.81,422.01,51.5,Rs.81.9456,
19-Apr-23,Equity,Stock Exchange,7432.93,7968.81,-535.88,-65.29,Rs.82.0734,
19-Apr-23,Equity,Primary market & others,8.2,24.35,-16.15,-1.97,Rs.82.0734,
19-Apr-23,Equity,Sub-total,7441.13,7993.16,-552.03,-67.26,Rs.82.0734,
20-Apr-23,Equity,Stock Exchange,7964.88,7794.87,170.01,20.7,Rs.82.1202,
20-Apr-23,Equity,Primary market & others,3.61,4.08,-0.47,-0.06,Rs.82.1202,
20-Apr-23,Equity,Sub-total,7968.49,7798.95,169.54,20.64,Rs.82.1202,
21-Apr-23,Equity,Stock Exchange,5869.02,6838.6,-969.58,-118.01,Rs.82.1635,
21-Apr-23,Equity,Primary market & others,1.99,0,1.99,0.24,Rs.82.1635,
21-Apr-23,Equity,Sub-total,5871.01,6838.6,-967.59,-117.77,Rs.82.1635,
24-Apr-23,Equity,Stock Exchange,5167.29,6903.81,-1736.52,-211.37,Rs.82.1542,
24-Apr-23,Equity,Primary market & others,45.13,2.37,42.76,5.2,Rs.82.1542,
24-Apr-23,Equity,Sub-total,5212.42,6906.18,-1693.76,-206.17,Rs.82.1542,
25-Apr-23,Equity,Stock Exchange,6199.85,6535.33,-335.48,-40.89,Rs.82.0495,
25-Apr-23,Equity,Primary market & others,1.24,1.79,-0.55,-0.07,Rs.82.0495,
25-Apr-23,Equity,Sub-total,6201.09,6537.12,-336.03,-40.96,Rs.82.0495,
26-Apr-23,Equity,Stock Exchange,9248.53,9612.87,-364.34,-44.49,Rs.81.8994,
26-Apr-23,Equity,Primary market & others,2.36,0,2.36,0.29,Rs.81.8994,
26-Apr-23,Equity,Sub-total,9250.89,9612.87,-361.98,-44.2,Rs.81.8994,
27-Apr-23,Equity,Stock Exchange,7816.6,6472.84,1343.76,164.04,Rs.81.9155,
27-Apr-23,Equity,Primary market & others,99.77,0,99.77,12.18,Rs.81.9155,
27-Apr-23,Equity,Sub-total,7916.37,6472.84,1443.53,176.22,Rs.81.9155,
28-Apr-23,Equity,Stock Exchange,9109.91,5173.05,3936.86,482.15,Rs.81.6526,
28-Apr-23,Equity,Primary market & others,0.14,1.16,-1.02,-0.12,Rs.81.6526,
28-Apr-23,Equity,Sub-total,9110.05,5174.21,3935.84,482.03,Rs.81.6526,
02-May-23,Equity,Stock Exchange,14361.01,10404.8,3956.21,483.75,Rs.81.7829,
02-May-23,Equity,Primary market & others,2539.07,26.44,2512.63,307.23,Rs.81.7829,
02-May-23,Equity,Sub-total,16900.08,10431.24,6468.84,790.98,Rs.81.7829,
03-May-23,Equity,Stock Exchange,9948.75,7118.95,2829.8,346.1,Rs.81.7625,
03-May-23,Equity,Primary market & others,164.46,2.53,161.93,19.8,Rs.81.7625,
03-May-23,Equity,Sub-total,10113.21,7121.48,2991.73,365.9,Rs.81.7625,
04-May-23,Equity,Stock Exchange,7534.17,6147.18,1386.99,169.44,Rs.81.8552,
04-May-23,Equity,Primary market & others,3.29,0.86,2.43,0.3,Rs.81.8552,
04-May-23,Equity,Sub-total,7537.46,6148.04,1389.42,169.74,Rs.81.8552,
08-May-23,Equity,Stock Exchange,15283.74,12966.26,2317.48,283.53,Rs.81.7353,
08-May-23,Equity,Primary market & others,1542.56,7.43,1535.13,187.82,Rs.81.7353,
08-May-23,Equity,Sub-total,16826.3,12973.69,3852.61,471.35,Rs.81.7353,
09-May-23,Equity,Stock Exchange,9061.55,6220.83,2840.72,347.44,Rs.81.7606,
09-May-23,Equity,Primary market & others,323.9,2.1,321.8,39.36,Rs.81.7606,
09-May-23,Equity,Sub-total,9385.45,6222.93,3162.52,386.8,Rs.81.7606,
10-May-23,Equity,Stock Exchange,9386.9,7384.83,2002.07,244.09,Rs.82.0231,
10-May-23,Equity,Primary market & others,0.95,2.24,-1.29,-0.16,Rs.82.0231,
10-May-23,Equity,Sub-total,9387.85,7387.07,2000.78,243.93,Rs.82.0231,
11-May-23,Equity,Stock Exchange,8124.32,5830.58,2293.74,279.64,Rs.82.0240,
11-May-23,Equity,Primary market & others,3.46,1.64,1.82,0.22,Rs.82.0240,
11-May-23,Equity,Sub-total,8127.78,5832.22,2295.56,279.86,Rs.82.0240,
12-May-23,Equity,Stock Exchange,7947.13,6956.78,990.35,120.71,Rs.82.0431,
12-May-23,Equity,Primary market & others,0,0,0,0,Rs.82.0431,
12-May-23,Equity,Sub-total,7947.13,6956.78,990.35,120.71,Rs.82.0431,
15-May-23,Equity,Stock Exchange,9177.87,7591.1,1586.77,193.13,Rs.82.1606,
15-May-23,Equity,Primary market & others,0.57,0,0.57,0.07,Rs.82.1606,
15-May-23,Equity,Sub-total,9178.44,7591.1,1587.34,193.2,Rs.82.1606,
16-May-23,Equity,Stock Exchange,7664.02,5788.17,1875.85,227.97,Rs.82.2841,
16-May-23,Equity,Primary market & others,4.52,0.33,4.19,0.51,Rs.82.2841,
16-May-23,Equity,Sub-total,7668.54,5788.5,1880.04,228.48,Rs.82.2841,
17-May-23,Equity,Stock Exchange,7920.34,6216.15,1704.19,207.14,Rs.82.2735,
17-May-23,Equity,Primary market & others,13.97,2.26,11.71,1.42,Rs.82.2735,
17-May-23,Equity,Sub-total,7934.31,6218.41,1715.9,208.56,Rs.82.2735,
18-May-23,Equity,Stock Exchange,7530.41,6791.83,738.58,89.67,Rs.82.3695,
18-May-23,Equity,Primary market & others,67.21,0,67.21,8.16,Rs.82.3695,
18-May-23,Equity,Sub-total,7597.62,6791.83,805.79,97.83,Rs.82.3695,
19-May-23,Equity,Stock Exchange,8081.29,6714.55,1366.74,165.71,Rs.82.4783,
19-May-23,Equity,Primary market & others,440.47,2.57,437.9,53.09,Rs.82.4783,
19-May-23,Equity,Sub-total,8521.76,6717.12,1804.64,218.8,Rs.82.4783,
22-May-23,Equity,Stock Exchange,7325.65,6623.29,702.36,84.93,Rs.82.6989,
22-May-23,Equity,Primary market & others,50.48,0.17,50.31,6.08,Rs.82.6989,
22-May-23,Equity,Sub-total,7376.13,6623.46,752.67,91.01,Rs.82.6989,
23-May-23,Equity,Stock Exchange,6959.25,5669.44,1289.81,155.78,Rs.82.7982,
23-May-23,Equity,Primary market & others,0.91,1.14,-0.23,-0.03,Rs.82.7982,
23-May-23,Equity,Sub-total,6960.16,5670.58,1289.58,155.75,Rs.82.7982,
24-May-23,Equity,Stock Exchange,7668.03,7380.36,287.67,34.74,Rs.82.7961,
24-May-23,Equity,Primary market & others,34.28,2.57,31.71,3.83,Rs.82.7961,
24-May-23,Equity,Sub-total,7702.31,7382.93,319.38,38.57,Rs.82.7961,
25-May-23,Equity,Stock Exchange,8462.47,6963.13,1499.34,181.25,Rs.82.7207,
25-May-23,Equity,Primary market & others,3.62,5.1,-1.48,-0.18,Rs.82.7207,
25-May-23,Equity,Sub-total,8466.09,6968.23,1497.86,181.07,Rs.82.7207,
26-May-23,Equity,Stock Exchange,10532.07,8021.42,2510.65,303.41,Rs.82.7477,
26-May-23,Equity,Primary market & others,1.03,0,1.03,0.12,Rs.82.7477,
26-May-23,Equity,Sub-total,10533.1,8021.42,2511.68,303.53,Rs.82.7477,
29-May-23,Equity,Stock Exchange,8087.57,6641.31,1446.26,174.84,Rs.82.7182,
29-May-23,Equity,Primary market & others,443.26,99.86,343.4,41.51,Rs.82.7182,
29-May-23,Equity,Sub-total,8530.83,6741.17,1789.66,216.35,Rs.82.7182,
30-May-23,Equity,Stock Exchange,8081.28,6025.83,2055.45,249,Rs.82.5497,
30-May-23,Equity,Primary market & others,248.18,13.21,234.97,28.46,Rs.82.5497,
30-May-23,Equity,Sub-total,8329.46,6039.04,2290.42,277.46,Rs.82.5497,
31-May-23,Equity,Stock Exchange,9916.71,7504.63,2412.08,291.55,Rs.82.7332,
31-May-23,Equity,Primary market & others,34.2,4.94,29.26,3.54,Rs.82.7332,
31-May-23,Equity,Sub-total,9950.91,7509.57,2441.34,295.09,Rs.82.7332,
01-Jun-23,Equity,Stock Exchange,62682.42,58851.15,3831.27,463.4,Rs.82.6773,
01-Jun-23,Equity,Primary market & others,8.75,2.53,6.22,0.75,Rs.82.6773,
01-Jun-23,Equity,Sub-total,62691.17,58853.68,3837.49,464.15,Rs.82.6773,
02-Jun-23,Equity,Stock Exchange,11465.43,9147.15,2318.28,281.15,Rs.82.4562,
02-Jun-23,Equity,Primary market & others,333.7,0,333.7,40.47,Rs.82.4562,
02-Jun-23,Equity,Sub-total,11799.13,9147.15,2651.98,321.62,Rs.82.4562,
05-Jun-23,Equity,Stock Exchange,11089.55,11003.02,86.53,10.51,Rs.82.3175,
05-Jun-23,Equity,Primary market & others,576.47,19.85,556.62,67.62,Rs.82.3175,
05-Jun-23,Equity,Sub-total,11666.02,11022.87,643.15,78.13,Rs.82.3175,
06-Jun-23,Equity,Stock Exchange,7771.87,8264.66,-492.79,-59.68,Rs.82.5768,
06-Jun-23,Equity,Primary market & others,0,20.07,-20.07,-2.43,Rs.82.5768,
06-Jun-23,Equity,Sub-total,7771.87,8284.73,-512.86,-62.11,Rs.82.5768,
07-Jun-23,Equity,Stock Exchange,9472.79,8368.44,1104.35,133.63,Rs.82.6396,
07-Jun-23,Equity,Primary market & others,7.06,0,7.06,0.85,Rs.82.6396,
07-Jun-23,Equity,Sub-total,9479.85,8368.44,1111.41,134.48,Rs.82.6396,
08-Jun-23,Equity,Stock Exchange,9608.62,8164.44,1444.18,174.98,Rs.82.5339,
08-Jun-23,Equity,Primary market & others,0.53,0.72,-0.19,-0.02,Rs.82.5339,
08-Jun-23,Equity,Sub-total,9609.15,8165.16,1443.99,174.96,Rs.82.5339,
09-Jun-23,Equity,Stock Exchange,8083.61,7671.22,412.39,49.94,Rs.82.5795,
09-Jun-23,Equity,Primary market & others,208.81,8.28,200.53,24.28,Rs.82.5795,
09-Jun-23,Equity,Sub-total,8292.42,7679.5,612.92,74.22,Rs.82.5795,
12-Jun-23,Equity,Stock Exchange,13635.03,13744.21,-109.18,-13.25,Rs.82.4251,
12-Jun-23,Equity,Primary market & others,1.03,24.91,-23.88,-2.9,Rs.82.4251,
12-Jun-23,Equity,Sub-total,13636.06,13769.12,-133.06,-16.15,Rs.82.4251,
13-Jun-23,Equity,Stock Exchange,6335.6,6930.9,-595.3,-72.2,Rs.82.4553,
13-Jun-23,Equity,Primary market & others,0.87,0,0.87,0.11,Rs.82.4553,
13-Jun-23,Equity,Sub-total,6336.47,6930.9,-594.43,-72.09,Rs.82.4553,
14-Jun-23,Equity,Stock Exchange,12819.17,10652.67,2166.5,262.95,Rs.82.3907,
14-Jun-23,Equity,Primary market & others,35.8,1.97,33.83,4.11,Rs.82.3907,
14-Jun-23,Equity,Sub-total,12854.97,10654.64,2200.33,267.06,Rs.82.3907,
15-Jun-23,Equity,Stock Exchange,10420.57,8635.12,1785.45,216.91,Rs.82.3141,
15-Jun-23,Equity,Primary market & others,78.08,0.71,77.37,9.4,Rs.82.3141,
15-Jun-23,Equity,Sub-total,10498.65,8635.83,1862.82,226.31,Rs.82.3141,
16-Jun-23,Equity,Stock Exchange,12349.91,9104.51,3245.4,394.83,Rs.82.1982,
16-Jun-23,Equity,Primary market & others,36.61,0,36.61,4.45,Rs.82.1982,
16-Jun-23,Equity,Sub-total,12386.52,9104.51,3282.01,399.28,Rs.82.1982,
19-Jun-23,Equity,Stock Exchange,17166.85,16986.6,180.25,22.01,Rs.81.8834,
19-Jun-23,Equity,Primary market & others,1.64,0.74,0.9,0.11,Rs.81.8834,
19-Jun-23,Equity,Sub-total,17168.49,16987.34,181.15,22.12,Rs.81.8834,
20-Jun-23,Equity,Stock Exchange,9769.16,8012.66,1756.5,214.3,Rs.81.9658,
20-Jun-23,Equity,Primary market & others,0,0.29,-0.29,-0.04,Rs.81.9658,
20-Jun-23,Equity,Sub-total,9769.16,8012.95,1756.21,214.26,Rs.81.9658,
21-Jun-23,Equity,Stock Exchange,12275.39,6443.99,5831.4,710.14,Rs.82.1157,
21-Jun-23,Equity,Primary market & others,35.01,0,35.01,4.26,Rs.82.1157,
21-Jun-23,Equity,Sub-total,12310.4,6443.99,5866.41,714.4,Rs.82.1157,
22-Jun-23,Equity,Stock Exchange,15078.07,9570.51,5507.56,670.88,Rs.82.0951,
22-Jun-23,Equity,Primary market & others,0.47,0,0.47,0.06,Rs.82.0951,
22-Jun-23,Equity,Sub-total,15078.54,9570.51,5508.03,670.94,Rs.82.0951,
23-Jun-23,Equity,Stock Exchange,9756.57,8838.07,918.5,112.12,Rs.81.9188,
23-Jun-23,Equity,Primary market & others,28.83,1.05,27.78,3.39,Rs.81.9188,
23-Jun-23,Equity,Sub-total,9785.4,8839.12,946.28,115.51,Rs.81.9188,
26-Jun-23,Equity,Stock Exchange,6427.17,6311.2,115.97,14.13,Rs.82.0510,
26-Jun-23,Equity,Primary market & others,83.94,0.58,83.36,10.16,Rs.82.0510,
26-Jun-23,Equity,Sub-total,6511.11,6311.78,199.33,24.29,Rs.82.0510,
27-Jun-23,Equity,Stock Exchange,7684.65,8033.98,-349.33,-42.62,Rs.81.9729,
27-Jun-23,Equity,Primary market & others,0,0,0,0,Rs.81.9729,
27-Jun-23,Equity,Sub-total,7684.65,8033.98,-349.33,-42.62,Rs.81.9729,
28-Jun-23,Equity,Stock Exchange,10040.99,8266.08,1774.91,216.55,Rs.81.9620,
28-Jun-23,Equity,Primary market & others,55.73,0,55.73,6.8,Rs.81.9620,
28-Jun-23,Equity,Sub-total,10096.72,8266.08,1830.64,223.35,Rs.81.9620,
30-Jun-23,Equity,Stock Exchange,24851.77,10047.9,14803.87,1805.08,Rs.82.0124,
30-Jun-23,Equity,Primary market & others,0,0,0,0,Rs.82.0124,
30-Jun-23,Equity,Sub-total,24851.77,10047.9,14803.87,1805.08,Rs.82.0124,
03-Jul-23,Equity,Stock Exchange,20324.06,10218.07,10105.99,1231.79,Rs.82.0428,
03-Jul-23,Equity,Primary market & others,2111.61,367.92,1743.69,212.53,Rs.82.0428,
03-Jul-23,Equity,Sub-total,22435.67,10585.99,11849.68,1444.32,Rs.82.0428,
04-Jul-23,Equity,Stock Exchange,6597.42,5376.17,1221.25,149.18,Rs.81.8630,
04-Jul-23,Equity,Primary market & others,1532.89,297.76,1235.13,150.88,Rs.81.8630,
04-Jul-23,Equity,Sub-total,8130.31,5673.93,2456.38,300.06,Rs.81.8630,
05-Jul-23,Equity,Stock Exchange,9330.47,6574.87,2755.6,336.18,Rs.81.9689,
05-Jul-23,Equity,Primary market & others,5.27,245.54,-240.27,-29.31,Rs.81.9689,
05-Jul-23,Equity,Sub-total,9335.74,6820.41,2515.33,306.87,Rs.81.9689,
06-Jul-23,Equity,Stock Exchange,9168.45,6909.39,2259.06,274.95,Rs.82.1616,
06-Jul-23,Equity,Primary market & others,30.97,0.39,30.58,3.72,Rs.82.1616,
06-Jul-23,Equity,Sub-total,9199.42,6909.78,2289.64,278.67,Rs.82.1616,
07-Jul-23,Equity,Stock Exchange,12103.87,9513.51,2590.36,314.15,Rs.82.4572,
07-Jul-23,Equity,Primary market & others,245.86,3.43,242.43,29.4,Rs.82.4572,
07-Jul-23,Equity,Sub-total,12349.73,9516.94,2832.79,343.55,Rs.82.4572,
10-Jul-23,Equity,Stock Exchange,9558.1,8714.71,843.39,102.01,Rs.82.6773,
10-Jul-23,Equity,Primary market & others,27.29,0,27.29,3.3,Rs.82.6773,
10-Jul-23,Equity,Sub-total,9585.39,8714.71,870.68,105.31,Rs.82.6773,
11-Jul-23,Equity,Stock Exchange,8468.21,7428.53,1039.68,125.82,Rs.82.6335,
11-Jul-23,Equity,Primary market & others,19.93,0.28,19.65,2.38,Rs.82.6335,
11-Jul-23,Equity,Sub-total,8488.14,7428.81,1059.33,128.2,Rs.82.6335,
12-Jul-23,Equity,Stock Exchange,10847.93,9388.13,1459.8,177.26,Rs.82.3533,
12-Jul-23,Equity,Primary market & others,9.35,0,9.35,1.14,Rs.82.3533,
12-Jul-23,Equity,Sub-total,10857.28,9388.13,1469.15,178.4,Rs.82.3533,
13-Jul-23,Equity,Stock Exchange,18774.17,19172.14,-397.97,-48.37,Rs.82.2817,
13-Jul-23,Equity,Primary market & others,65.77,1.4,64.37,7.82,Rs.82.2817,
13-Jul-23,Equity,Sub-total,18839.94,19173.54,-333.6,-40.55,Rs.82.2817,
14-Jul-23,Equity,Stock Exchange,11114.76,7621.23,3493.53,425.42,Rs.82.1201,
14-Jul-23,Equity,Primary market & others,2183.65,26.53,2157.12,262.68,Rs.82.1201,
14-Jul-23,Equity,Sub-total,13298.41,7647.76,5650.65,688.1,Rs.82.1201,
17-Jul-23,Equity,Stock Exchange,12561.67,9535.59,3026.08,368.58,Rs.82.1021,
17-Jul-23,Equity,Primary market & others,252.79,0,252.79,30.79,Rs.82.1021,
17-Jul-23,Equity,Sub-total,12814.46,9535.59,3278.87,399.37,Rs.82.1021,
18-Jul-23,Equity,Stock Exchange,8296,8091.01,204.99,24.95,Rs.82.1460,
18-Jul-23,Equity,Primary market & others,300.02,0.35,299.67,36.48,Rs.82.1460,
18-Jul-23,Equity,Sub-total,8596.02,8091.36,504.66,61.43,Rs.82.1460,
19-Jul-23,Equity,Stock Exchange,11167.39,8640.13,2527.26,308.02,Rs.82.0486,
19-Jul-23,Equity,Primary market & others,0.35,0,0.35,0.04,Rs.82.0486,
19-Jul-23,Equity,Sub-total,11167.74,8640.13,2527.61,308.06,Rs.82.0486,
20-Jul-23,Equity,Stock Exchange,10031.23,7909.8,2121.43,258.39,Rs.82.1029,
20-Jul-23,Equity,Primary market & others,72.56,0,72.56,8.84,Rs.82.1029,
20-Jul-23,Equity,Sub-total,10103.79,7909.8,2193.99,267.23,Rs.82.1029,
21-Jul-23,Equity,Stock Exchange,12328.36,7700.05,4628.31,564.12,Rs.82.0446,
21-Jul-23,Equity,Primary market & others,10.56,0,10.56,1.29,Rs.82.0446,
21-Jul-23,Equity,Sub-total,12338.92,7700.05,4638.87,565.41,Rs.82.0446,
24-Jul-23,Equity,Stock Exchange,10107.93,11805.05,-1697.12,-206.91,Rs.82.0217,
24-Jul-23,Equity,Primary market & others,292.05,0,292.05,35.61,Rs.82.0217,
24-Jul-23,Equity,Sub-total,10399.98,11805.05,-1405.07,-171.3,Rs.82.0217,
25-Jul-23,Equity,Stock Exchange,9703.21,9462.79,240.42,29.35,Rs.81.9246,
25-Jul-23,Equity,Primary market & others,0.3,10.21,-9.91,-1.21,Rs.81.9246,
25-Jul-23,Equity,Sub-total,9703.51,9473,230.51,28.14,Rs.81.9246,
26-Jul-23,Equity,Stock Exchange,10534.22,9136.59,1397.63,170.84,Rs.81.8088,
26-Jul-23,Equity,Primary market & others,1458.74,1.57,1457.17,178.12,Rs.81.8088,
26-Jul-23,Equity,Sub-total,11992.96,9138.16,2854.8,348.96,Rs.81.8088,
27-Jul-23,Equity,Stock Exchange,8746.45,7620.5,1125.95,137.33,Rs.81.9880,
27-Jul-23,Equity,Primary market & others,5.01,0,5.01,0.61,Rs.81.9880,
27-Jul-23,Equity,Sub-total,8751.46,7620.5,1130.96,137.94,Rs.81.9880,
28-Jul-23,Equity,Stock Exchange,14739.34,16015.7,-1276.36,-155.67,Rs.81.9923,
28-Jul-23,Equity,Primary market & others,26.54,0,26.54,3.24,Rs.81.9923,
28-Jul-23,Equity,Sub-total,14765.88,16015.7,-1249.82,-152.43,Rs.81.9923,
31-Jul-23,Equity,Stock Exchange,10169.75,10546.21,-376.46,-45.77,Rs.82.2465,
31-Jul-23,Equity,Primary market & others,1764.39,135.58,1628.81,198.04,Rs.82.2465,
31-Jul-23,Equity,Sub-total,11934.14,10681.79,1252.35,152.27,Rs.82.2465,
01-Aug-23,Equity,Stock Exchange,12013.23,12757.09,-743.86,-90.44,Rs.82.2481,
01-Aug-23,Equity,Primary market & others,1.23,31.55,-30.32,-3.69,Rs.82.2481,
01-Aug-23,Equity,Sub-total,12014.46,12788.64,-774.18,-94.13,Rs.82.2481,
02-Aug-23,Equity,Stock Exchange,8682.16,8677.39,4.77,0.58,Rs.82.2833,
02-Aug-23,Equity,Primary market & others,20.89,0.01,20.88,2.54,Rs.82.2833,
02-Aug-23,Equity,Sub-total,8703.05,8677.4,25.65,3.12,Rs.82.2833,
03-Aug-23,Equity,Stock Exchange,8419.11,10019.23,-1600.12,-193.87,Rs.82.5347,
03-Aug-23,Equity,Primary market & others,102.48,4.2,98.28,11.91,Rs.82.5347,
03-Aug-23,Equity,Sub-total,8521.59,10023.43,-1501.84,-181.96,Rs.82.5347,
04-Aug-23,Equity,Stock Exchange,11427.92,11307.21,120.71,14.59,Rs.82.7171,
04-Aug-23,Equity,Primary market & others,96.91,0.98,95.93,11.6,Rs.82.7171,
04-Aug-23,Equity,Sub-total,11524.83,11308.19,216.64,26.19,Rs.82.7171,
07-Aug-23,Equity,Stock Exchange,8609.86,8546.12,63.74,7.7,Rs.82.7978,
07-Aug-23,Equity,Primary market & others,3.54,0.89,2.65,0.32,Rs.82.7978,
07-Aug-23,Equity,Sub-total,8613.4,8547.01,66.39,8.02,Rs.82.7978,
08-Aug-23,Equity,Stock Exchange,11794.31,9542.19,2252.12,272.18,Rs.82.7431,
08-Aug-23,Equity,Primary market & others,0,0.14,-0.14,-0.02,Rs.82.7431,
08-Aug-23,Equity,Sub-total,11794.31,9542.33,2251.98,272.16,Rs.82.7431,
09-Aug-23,Equity,Stock Exchange,10756.68,10806.18,-49.5,-5.98,Rs.82.7968,
09-Aug-23,Equity,Primary market & others,0.27,9.22,-8.95,-1.08,Rs.82.7968,
09-Aug-23,Equity,Sub-total,10756.95,10815.4,-58.45,-7.06,Rs.82.7968,
10-Aug-23,Equity,Stock Exchange,9331.22,8348.59,982.63,118.65,Rs.82.8166,
10-Aug-23,Equity,Primary market & others,14.46,0.15,14.31,1.73,Rs.82.8166,
10-Aug-23,Equity,Sub-total,9345.68,8348.74,996.94,120.38,Rs.82.8166,
