Reporting Date,Debt/Equity,Investment Route,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
03-Oct-19,Equity,Sub-total,5450.65,6987.13,-1536.48,-216.68,Rs.70.9109,
04-Oct-19,Equity,Stock Exchange,4649.3,5638.45,-989.15,-139.09,Rs.71.1163,
04-Oct-19,Equity,Primary market & others,0.1,122.82,-122.72,-17.26,Rs.71.1163,
04-Oct-19,Equity,Sub-total,4649.4,5761.27,-1111.87,-156.35,Rs.71.1163,
07-Oct-19,Equity,Stock Exchange,4830.04,5674.6,-844.56,-119.17,Rs.70.8703,
07-Oct-19,Equity,Primary market & others,300,332.98,-32.98,-4.65,Rs.70.8703,
07-Oct-19,Equity,Sub-total,5130.04,6007.58,-877.54,-123.82,Rs.70.8703,
09-Oct-19,Equity,Stock Exchange,3087.48,3453.82,-366.34,-51.62,Rs.70.9763,
09-Oct-19,Equity,Primary market & others,0,1.4,-1.4,-0.2,Rs.70.9763,
09-Oct-19,Equity,Sub-total,3087.48,3455.22,-367.74,-51.82,Rs.70.9763,
10-Oct-19,Equity,Stock Exchange,5037.5,5720.49,-682.99,-96.04,Rs.71.1121,
10-Oct-19,Equity,Primary market & others,0,0.03,-0.03,0,Rs.71.1121,
10-Oct-19,Equity,Sub-total,5037.5,5720.52,-683.02,-96.04,Rs.71.1121,
11-Oct-19,Equity,Stock Exchange,4757.7,4890.43,-132.73,-18.68,Rs.71.0516,
11-Oct-19,Equity,Primary market & others,66.08,13.17,52.91,7.45,Rs.71.0516,
11-Oct-19,Equity,Sub-total,4823.78,4903.6,-79.82,-11.23,Rs.71.0516,
14-Oct-19,Equity,Stock Exchange,4293.09,4891.47,-598.38,-84.24,Rs.71.0272,
14-Oct-19,Equity,Primary market & others,33.33,3.07,30.26,4.26,Rs.71.0272,
14-Oct-19,Equity,Sub-total,4326.42,4894.54,-568.12,-79.98,Rs.71.0272,
15-Oct-19,Equity,Stock Exchange,5404.21,3917.99,1486.22,209.27,Rs.71.0188,
15-Oct-19,Equity,Primary market & others,4702.06,35.02,4667.04,657.16,Rs.71.0188,
15-Oct-19,Equity,Sub-total,10106.27,3953.01,6153.26,866.43,Rs.71.0188,
16-Oct-19,Equity,Stock Exchange,7729.19,5546.81,2182.38,306,Rs.71.3186,
16-Oct-19,Equity,Primary market & others,0.19,13.01,-12.82,-1.8,Rs.71.3186,
16-Oct-19,Equity,Sub-total,7729.38,5559.82,2169.56,304.2,Rs.71.3186,
17-Oct-19,Equity,Stock Exchange,5779.02,4873.92,905.1,126.58,Rs.71.5051,
17-Oct-19,Equity,Primary market & others,0,8.48,-8.48,-1.19,Rs.71.5051,
17-Oct-19,Equity,Sub-total,5779.02,4882.4,896.62,125.39,Rs.71.5051,
18-Oct-19,Equity,Stock Exchange,5755.67,4484.03,1271.64,178.08,Rs.71.4087,
18-Oct-19,Equity,Primary market & others,2.74,0,2.74,0.38,Rs.71.4087,
18-Oct-19,Equity,Sub-total,5758.41,4484.03,1274.38,178.46,Rs.71.4087,
22-Oct-19,Equity,Stock Exchange,5458.22,5192.3,265.92,37.35,Rs.71.1988,
22-Oct-19,Equity,Primary market & others,51,209.17,-158.17,-22.22,Rs.71.1988,
22-Oct-19,Equity,Sub-total,5509.22,5401.47,107.75,15.13,Rs.71.1988,
23-Oct-19,Equity,Stock Exchange,7587.99,8296.68,-708.69,-99.99,Rs.70.8731,
23-Oct-19,Equity,Primary market & others,0.21,365.42,-365.21,-51.53,Rs.70.8731,
23-Oct-19,Equity,Sub-total,7588.2,8662.1,-1073.9,-151.52,Rs.70.8731,
24-Oct-19,Equity,Stock Exchange,5327.09,5289.31,37.78,5.33,Rs.70.9373,
24-Oct-19,Equity,Primary market & others,0,186.85,-186.85,-26.34,Rs.70.9373,
24-Oct-19,Equity,Sub-total,5327.09,5476.16,-149.07,-21.01,Rs.70.9373,
25-Oct-19,Equity,Stock Exchange,5811.69,5626.96,184.73,26.04,Rs.70.9338,
25-Oct-19,Equity,Primary market & others,0,378.11,-378.11,-53.3,Rs.70.9338,
25-Oct-19,Equity,Sub-total,5811.69,6005.07,-193.38,-27.26,Rs.70.9338,
29-Oct-19,Equity,Stock Exchange,5389.5,5789.52,-400.02,-56.37,Rs.70.9593,
29-Oct-19,Equity,Primary market & others,0,7.91,-7.91,-1.11,Rs.70.9593,
29-Oct-19,Equity,Sub-total,5389.5,5797.43,-407.93,-57.48,Rs.70.9593,
30-Oct-19,Equity,Stock Exchange,8084.18,6566.38,1517.8,214.59,Rs.70.7303,
30-Oct-19,Equity,Primary market & others,3.68,1.88,1.8,0.25,Rs.70.7303,
30-Oct-19,Equity,Sub-total,8087.86,6568.26,1519.6,214.84,Rs.70.7303,
31-Oct-19,Equity,Stock Exchange,12604.42,5142.7,7461.72,1051.08,Rs.70.9915,
31-Oct-19,Equity,Primary market & others,140.37,7.58,132.79,18.71,Rs.70.9915,
31-Oct-19,Equity,Sub-total,12744.79,5150.28,7594.51,1069.79,Rs.70.9915,
01-Nov-19,Equity,Stock Exchange,9158.84,7120.31,2038.53,287.89,Rs.70.8095,
01-Nov-19,Equity,Primary market & others,12.58,61.27,-48.69,-6.88,Rs.70.8095,
01-Nov-19,Equity,Sub-total,9171.42,7181.58,1989.84,281.01,Rs.70.8095,
04-Nov-19,Equity,Stock Exchange,7887.62,6002.76,1884.86,265.92,Rs.70.8798,
04-Nov-19,Equity,Primary market & others,0,77.7,-77.7,-10.96,Rs.70.8798,
04-Nov-19,Equity,Sub-total,7887.62,6080.46,1807.16,254.96,Rs.70.8798,
05-Nov-19,Equity,Stock Exchange,5546.64,5135.96,410.68,58.1,Rs.70.6821,
05-Nov-19,Equity,Primary market & others,0,329.58,-329.58,-46.63,Rs.70.6821,
05-Nov-19,Equity,Sub-total,5546.64,5465.54,81.1,11.47,Rs.70.6821,
06-Nov-19,Equity,Stock Exchange,5439.98,5047.17,392.81,55.54,Rs.70.7283,
06-Nov-19,Equity,Primary market & others,6.96,0.78,6.18,0.87,Rs.70.7283,
06-Nov-19,Equity,Sub-total,5446.94,5047.95,398.99,56.41,Rs.70.7283,
07-Nov-19,Equity,Stock Exchange,6071.98,4808.27,1263.71,178.27,Rs.70.8861,
07-Nov-19,Equity,Primary market & others,0,1.84,-1.84,-0.26,Rs.70.8861,
07-Nov-19,Equity,Sub-total,6071.98,4810.11,1261.87,178.01,Rs.70.8861,
08-Nov-19,Equity,Stock Exchange,6344.71,5365.47,979.24,137.91,Rs.71.0079,
08-Nov-19,Equity,Primary market & others,0,84.4,-84.4,-11.89,Rs.71.0079,
08-Nov-19,Equity,Sub-total,6344.71,5449.87,894.84,126.02,Rs.71.0079,
11-Nov-19,Equity,Stock Exchange,4729.2,5239.48,-510.28,-71.62,Rs.71.2494,
11-Nov-19,Equity,Primary market & others,5864.75,20.46,5844.29,820.26,Rs.71.2494,
11-Nov-19,Equity,Sub-total,10593.95,5259.94,5334.01,748.64,Rs.71.2494,
13-Nov-19,Equity,Stock Exchange,4891.17,3308.36,1582.81,221.54,Rs.71.4450,
13-Nov-19,Equity,Primary market & others,0,2.83,-2.83,-0.4,Rs.71.4450,
13-Nov-19,Equity,Sub-total,4891.17,3311.19,1579.98,221.14,Rs.71.4450,
14-Nov-19,Equity,Stock Exchange,7987.62,6308.81,1678.81,234.14,Rs.71.7002,
14-Nov-19,Equity,Primary market & others,2.21,162.15,-159.94,-22.31,Rs.71.7002,
14-Nov-19,Equity,Sub-total,7989.83,6470.96,1518.87,211.83,Rs.71.7002,
15-Nov-19,Equity,Stock Exchange,5028.86,5431.42,-402.56,-55.88,Rs.72.0501,
15-Nov-19,Equity,Primary market & others,3.41,31.88,-28.47,-3.95,Rs.72.0501,
15-Nov-19,Equity,Sub-total,5032.27,5463.3,-431.03,-59.83,Rs.72.0501,
18-Nov-19,Equity,Stock Exchange,5117.52,6097.64,-980.12,-136.68,Rs.71.7109,
18-Nov-19,Equity,Primary market & others,0.19,186.94,-186.75,-26.04,Rs.71.7109,
18-Nov-19,Equity,Sub-total,5117.71,6284.58,-1166.87,-162.72,Rs.71.7109,
19-Nov-19,Equity,Stock Exchange,4371.79,4885.55,-513.76,-71.64,Rs.71.7131,
19-Nov-19,Equity,Primary market & others,0,15.1,-15.1,-2.11,Rs.71.7131,
19-Nov-19,Equity,Sub-total,4371.79,4900.65,-528.86,-73.75,Rs.71.7131,
20-Nov-19,Equity,Stock Exchange,7847.25,8474.48,-627.23,-87.34,Rs.71.8138,
20-Nov-19,Equity,Primary market & others,1.68,0.84,0.84,0.12,Rs.71.8138,
20-Nov-19,Equity,Sub-total,7848.93,8475.32,-626.39,-87.22,Rs.71.8138,
21-Nov-19,Equity,Stock Exchange,5773.99,5364.73,409.26,57.1,Rs.71.6756,
21-Nov-19,Equity,Primary market & others,20,1.3,18.7,2.61,Rs.71.6756,
21-Nov-19,Equity,Sub-total,5793.99,5366.03,427.96,59.71,Rs.71.6756,
22-Nov-19,Equity,Stock Exchange,10309.96,5303.86,5006.1,697.23,Rs.71.7996,
22-Nov-19,Equity,Primary market & others,0.08,0.1,-0.02,0,Rs.71.7996,
22-Nov-19,Equity,Sub-total,10310.04,5303.96,5006.08,697.23,Rs.71.7996,
25-Nov-19,Equity,Stock Exchange,5336.39,4758.36,578.03,80.45,Rs.71.8514,
25-Nov-19,Equity,Primary market & others,40.27,11.36,28.91,4.02,Rs.71.8514,
25-Nov-19,Equity,Sub-total,5376.66,4769.72,606.94,84.47,Rs.71.8514,
26-Nov-19,Equity,Stock Exchange,5180.3,4201.09,979.21,136.67,Rs.71.6468,
26-Nov-19,Equity,Primary market & others,1008.07,0.65,1007.42,140.61,Rs.71.6468,
26-Nov-19,Equity,Sub-total,6188.37,4201.74,1986.63,277.28,Rs.71.6468,
27-Nov-19,Equity,Stock Exchange,39364.23,34848.39,4515.84,630.78,Rs.71.5909,
27-Nov-19,Equity,Primary market & others,0,0.51,-0.51,-0.07,Rs.71.5909,
27-Nov-19,Equity,Sub-total,39364.23,34848.9,4515.33,630.71,Rs.71.5909,
28-Nov-19,Equity,Stock Exchange,3475,4467.77,-992.77,-139.11,Rs.71.3627,
28-Nov-19,Equity,Primary market & others,0,60.74,-60.74,-8.51,Rs.71.3627,
28-Nov-19,Equity,Sub-total,3475,4528.51,-1053.51,-147.62,Rs.71.3627,
29-Nov-19,Equity,Stock Exchange,5966.66,4297.51,1669.15,233.4,Rs.71.5147,
29-Nov-19,Equity,Primary market & others,0,41.46,-41.46,-5.8,Rs.71.5147,
29-Nov-19,Equity,Sub-total,5966.66,4338.97,1627.69,227.6,Rs.71.5147,
02-Dec-19,Equity,Stock Exchange,5929.62,6680.65,-751.03,-104.71,Rs.71.7255,
02-Dec-19,Equity,Primary market & others,0,0.12,-0.12,-0.02,Rs.71.7255,
02-Dec-19,Equity,Sub-total,5929.62,6680.77,-751.15,-104.73,Rs.71.7255,
03-Dec-19,Equity,Stock Exchange,7592.58,8739.41,-1146.83,-159.9,Rs.71.7217,
03-Dec-19,Equity,Primary market & others,133.98,434.86,-300.88,-41.95,Rs.71.7217,
03-Dec-19,Equity,Sub-total,7726.56,9174.27,-1447.71,-201.85,Rs.71.7217,
04-Dec-19,Equity,Stock Exchange,4616.03,4723.56,-107.53,-15.02,Rs.71.6006,
04-Dec-19,Equity,Primary market & others,22.23,17.52,4.71,0.66,Rs.71.6006,
04-Dec-19,Equity,Sub-total,4638.26,4741.08,-102.82,-14.36,Rs.71.6006,
05-Dec-19,Equity,Stock Exchange,5375.35,5506.21,-130.86,-18.23,Rs.71.7800,
05-Dec-19,Equity,Primary market & others,327.4,1.09,326.31,45.46,Rs.71.7800,
05-Dec-19,Equity,Sub-total,5702.75,5507.3,195.45,27.23,Rs.71.7800,
06-Dec-19,Equity,Stock Exchange,4598.46,4165.47,432.99,60.52,Rs.71.5476,
06-Dec-19,Equity,Primary market & others,4.42,0,4.42,0.62,Rs.71.5476,
06-Dec-19,Equity,Sub-total,4602.88,4165.47,437.41,61.14,Rs.71.5476,
09-Dec-19,Equity,Stock Exchange,3762.68,4589.3,-826.62,-115.91,Rs.71.3165,
09-Dec-19,Equity,Primary market & others,752.66,0,752.66,105.54,Rs.71.3165,
09-Dec-19,Equity,Sub-total,4515.34,4589.3,-73.96,-10.37,Rs.71.3165,
10-Dec-19,Equity,Stock Exchange,4445.23,3715.34,729.89,102.57,Rs.71.1620,
10-Dec-19,Equity,Primary market & others,3.48,0,3.48,0.49,Rs.71.1620,
10-Dec-19,Equity,Sub-total,4448.71,3715.34,733.37,103.06,Rs.71.1620,
11-Dec-19,Equity,Stock Exchange,4099.27,4478.75,-379.48,-53.53,Rs.70.8962,
11-Dec-19,Equity,Primary market & others,206.11,8.56,197.55,27.86,Rs.70.8962,
11-Dec-19,Equity,Sub-total,4305.38,4487.31,-181.93,-25.67,Rs.70.8962,
12-Dec-19,Equity,Stock Exchange,4941.73,4557.64,384.09,54.2,Rs.70.8679,
12-Dec-19,Equity,Primary market & others,0,0,0,0,Rs.70.8679,
12-Dec-19,Equity,Sub-total,4941.73,4557.64,384.09,54.2,Rs.70.8679,
13-Dec-19,Equity,Stock Exchange,4587.82,5202.69,-614.87,-86.91,Rs.70.7494,
13-Dec-19,Equity,Primary market & others,0,0.09,-0.09,-0.01,Rs.70.7494,
13-Dec-19,Equity,Sub-total,4587.82,5202.78,-614.96,-86.92,Rs.70.7494,
16-Dec-19,Equity,Stock Exchange,4684.07,4456.97,227.1,32.11,Rs.70.7178,
16-Dec-19,Equity,Primary market & others,2.48,112.09,-109.61,-15.5,Rs.70.7178,
16-Dec-19,Equity,Sub-total,4686.55,4569.06,117.49,16.61,Rs.70.7178,
17-Dec-19,Equity,Stock Exchange,5305.03,4597.75,707.28,99.7,Rs.70.9410,
17-Dec-19,Equity,Primary market & others,177.23,14.9,162.33,22.88,Rs.70.9410,
17-Dec-19,Equity,Sub-total,5482.26,4612.65,869.61,122.58,Rs.70.9410,
18-Dec-19,Equity,Stock Exchange,7866.19,6612.08,1254.11,176.71,Rs.70.9687,
18-Dec-19,Equity,Primary market & others,1.77,42.91,-41.14,-5.8,Rs.70.9687,
18-Dec-19,Equity,Sub-total,7867.96,6654.99,1212.97,170.91,Rs.70.9687,
19-Dec-19,Equity,Stock Exchange,7569.08,5533.53,2035.55,286.45,Rs.71.0611,
19-Dec-19,Equity,Primary market & others,0,182.95,-182.95,-25.75,Rs.71.0611,
19-Dec-19,Equity,Sub-total,7569.08,5716.48,1852.6,260.7,Rs.71.0611,
20-Dec-19,Equity,Stock Exchange,5401.92,4565.49,836.43,117.67,Rs.71.0813,
20-Dec-19,Equity,Primary market & others,0,0,0,0,Rs.71.0813,
20-Dec-19,Equity,Sub-total,5401.92,4565.49,836.43,117.67,Rs.71.0813,
23-Dec-19,Equity,Stock Exchange,9630.86,9160.2,470.66,66.14,Rs.71.1569,
23-Dec-19,Equity,Primary market & others,1.66,0,1.66,0.23,Rs.71.1569,
23-Dec-19,Equity,Sub-total,9632.52,9160.2,472.32,66.37,Rs.71.1569,
24-Dec-19,Equity,Stock Exchange,4861.79,3182.73,1679.06,235.92,Rs.71.1699,
24-Dec-19,Equity,Primary market & others,1750,1186.72,563.28,79.15,Rs.71.1699,
24-Dec-19,Equity,Sub-total,6611.79,4369.45,2242.34,315.07,Rs.71.1699,
26-Dec-19,Equity,Stock Exchange,1954.68,1959.03,-4.35,-0.61,Rs.71.1959,
26-Dec-19,Equity,Primary market & others,0.62,7.34,-6.72,-0.94,Rs.71.1959,
26-Dec-19,Equity,Sub-total,1955.3,1966.37,-11.07,-1.55,Rs.71.1959,
27-Dec-19,Equity,Stock Exchange,2830.39,2699.09,131.3,18.42,Rs.71.2699,
27-Dec-19,Equity,Primary market & others,0.18,0,0.18,0.03,Rs.71.2699,
27-Dec-19,Equity,Sub-total,2830.57,2699.09,131.48,18.45,Rs.71.2699,
30-Dec-19,Equity,Stock Exchange,3659.89,2914.1,745.79,104.71,Rs.71.2214,
30-Dec-19,Equity,Primary market & others,14.74,2.8,11.94,1.68,Rs.71.2214,
30-Dec-19,Equity,Sub-total,3674.63,2916.9,757.73,106.39,Rs.71.2214,
31-Dec-19,Equity,Stock Exchange,3846.01,3571.04,274.97,38.54,Rs.71.3449,
31-Dec-19,Equity,Primary market & others,3.74,0,3.74,0.52,Rs.71.3449,
31-Dec-19,Equity,Sub-total,3849.75,3571.04,278.71,39.06,Rs.71.3449,
01-Jan-20,Equity,Stock Exchange,1492.9,3447.94,-1955.04,-274.3,Rs.71.2740,
01-Jan-20,Equity,Primary market & others,3.6,20.74,-17.14,-2.4,Rs.71.2740,
01-Jan-20,Equity,Sub-total,1496.5,3468.68,-1972.18,-276.7,Rs.71.2740,
02-Jan-20,Equity,Stock Exchange,713.17,362.26,350.91,49.17,Rs.71.3717,
02-Jan-20,Equity,Primary market & others,8.9,0.78,8.12,1.14,Rs.71.3717,
02-Jan-20,Equity,Sub-total,722.07,363.04,359.03,50.31,Rs.71.3717,
03-Jan-20,Equity,Stock Exchange,3066.46,1974.02,1092.44,153.13,Rs.71.3429,
03-Jan-20,Equity,Primary market & others,0.12,4.32,-4.2,-0.59,Rs.71.3429,
03-Jan-20,Equity,Sub-total,3066.58,1978.34,1088.24,152.54,Rs.71.3429,
06-Jan-20,Equity,Stock Exchange,4534.91,3233.07,1301.84,181.58,Rs.71.6949,
06-Jan-20,Equity,Primary market & others,0.13,0,0.13,0.02,Rs.71.6949,
06-Jan-20,Equity,Sub-total,4535.04,3233.07,1301.97,181.6,Rs.71.6949,
07-Jan-20,Equity,Stock Exchange,3674.77,3689.22,-14.45,-2,Rs.72.0919,
07-Jan-20,Equity,Primary market & others,0.42,4.96,-4.54,-0.63,Rs.72.0919,
07-Jan-20,Equity,Sub-total,3675.19,3694.18,-18.99,-2.63,Rs.72.0919,
08-Jan-20,Equity,Stock Exchange,3881.46,4475.19,-593.73,-82.72,Rs.71.7764,
08-Jan-20,Equity,Primary market & others,0,19.17,-19.17,-2.67,Rs.71.7764,
08-Jan-20,Equity,Sub-total,3881.46,4494.36,-612.9,-85.39,Rs.71.7764,
09-Jan-20,Equity,Stock Exchange,3974.18,4311.54,-337.36,-46.84,Rs.72.0178,
09-Jan-20,Equity,Primary market & others,0,7.39,-7.39,-1.03,Rs.72.0178,
09-Jan-20,Equity,Sub-total,3974.18,4318.93,-344.75,-47.87,Rs.72.0178,
10-Jan-20,Equity,Stock Exchange,4834.12,5125.7,-291.58,-40.82,Rs.71.4221,
10-Jan-20,Equity,Primary market & others,457.11,9.02,448.09,62.74,Rs.71.4221,
10-Jan-20,Equity,Sub-total,5291.23,5134.72,156.51,21.92,Rs.71.4221,
13-Jan-20,Equity,Stock Exchange,4802.05,4143.31,658.74,92.63,Rs.71.1136,
13-Jan-20,Equity,Primary market & others,0,0.18,-0.18,-0.03,Rs.71.1136,
13-Jan-20,Equity,Sub-total,4802.05,4143.49,658.56,92.6,Rs.71.1136,
14-Jan-20,Equity,Stock Exchange,4880.01,4759.81,120.2,16.97,Rs.70.8115,
14-Jan-20,Equity,Primary market & others,1.88,1.29,0.59,0.08,Rs.70.8115,
14-Jan-20,Equity,Sub-total,4881.89,4761.1,120.79,17.05,Rs.70.8115,
15-Jan-20,Equity,Stock Exchange,4694.4,5018.43,-324.03,-45.69,Rs.70.9242,
15-Jan-20,Equity,Primary market & others,1.37,8.48,-7.11,-1,Rs.70.9242,
15-Jan-20,Equity,Sub-total,4695.77,5026.91,-331.14,-46.69,Rs.70.9242,
16-Jan-20,Equity,Stock Exchange,5657.47,5576.5,80.97,11.42,Rs.70.8753,
16-Jan-20,Equity,Primary market & others,0,17.69,-17.69,-2.5,Rs.70.8753,
16-Jan-20,Equity,Sub-total,5657.47,5594.19,63.28,8.92,Rs.70.8753,
17-Jan-20,Equity,Stock Exchange,4730.81,4778.31,-47.5,-6.7,Rs.70.9065,
17-Jan-20,Equity,Primary market & others,9805.14,25.68,9779.46,1379.21,Rs.70.9065,
17-Jan-20,Equity,Sub-total,14535.95,4803.99,9731.96,1372.51,Rs.70.9065,
20-Jan-20,Equity,Stock Exchange,4294.15,5718.65,-1424.5,-200.51,Rs.71.0436,
20-Jan-20,Equity,Primary market & others,5.01,1.15,3.86,0.54,Rs.71.0436,
20-Jan-20,Equity,Sub-total,4299.16,5719.8,-1420.64,-199.97,Rs.71.0436,
21-Jan-20,Equity,Stock Exchange,5926.44,4589.94,1336.5,188.09,Rs.71.0570,
21-Jan-20,Equity,Primary market & others,0,35.04,-35.04,-4.93,Rs.71.0570,
21-Jan-20,Equity,Sub-total,5926.44,4624.98,1301.46,183.16,Rs.71.0570,
22-Jan-20,Equity,Stock Exchange,7277.78,5560.62,1717.16,241.23,Rs.71.1825,
22-Jan-20,Equity,Primary market & others,0.14,20.77,-20.63,-2.9,Rs.71.1825,
22-Jan-20,Equity,Sub-total,7277.92,5581.39,1696.53,238.33,Rs.71.1825,
23-Jan-20,Equity,Stock Exchange,5336.69,5274.83,61.86,8.69,Rs.71.2056,
23-Jan-20,Equity,Primary market & others,0.03,33.14,-33.11,-4.65,Rs.71.2056,
23-Jan-20,Equity,Sub-total,5336.72,5307.97,28.75,4.04,Rs.71.2056,
24-Jan-20,Equity,Stock Exchange,8035.97,6533.62,1502.35,210.87,Rs.71.2437,
24-Jan-20,Equity,Primary market & others,0,5.18,-5.18,-0.73,Rs.71.2437,
24-Jan-20,Equity,Sub-total,8035.97,6538.8,1497.17,210.14,Rs.71.2437,
27-Jan-20,Equity,Stock Exchange,4749.6,4148.91,600.69,84.32,Rs.71.2404,
27-Jan-20,Equity,Primary market & others,0.57,5.84,-5.27,-0.74,Rs.71.2404,
27-Jan-20,Equity,Sub-total,4750.17,4154.75,595.42,83.58,Rs.71.2404,
28-Jan-20,Equity,Stock Exchange,3067.84,3231.96,-164.12,-22.99,Rs.71.3948,
28-Jan-20,Equity,Primary market & others,0.14,10.27,-10.13,-1.42,Rs.71.3948,
28-Jan-20,Equity,Sub-total,3067.98,3242.23,-174.25,-24.41,Rs.71.3948,
29-Jan-20,Equity,Stock Exchange,4964.79,5750.13,-785.34,-110.11,Rs.71.3263,
29-Jan-20,Equity,Primary market & others,0,0.57,-0.57,-0.08,Rs.71.3263,
29-Jan-20,Equity,Sub-total,4964.79,5750.7,-785.91,-110.19,Rs.71.3263,
30-Jan-20,Equity,Stock Exchange,4985.49,5943.93,-958.44,-134.64,Rs.71.1875,
30-Jan-20,Equity,Primary market & others,0.19,484,-483.81,-67.96,Rs.71.1875,
30-Jan-20,Equity,Sub-total,4985.68,6427.93,-1442.25,-202.6,Rs.71.1875,
31-Jan-20,Equity,Stock Exchange,5868.08,5772.47,95.61,13.38,Rs.71.4772,
31-Jan-20,Equity,Primary market & others,533.25,2.94,530.31,74.19,Rs.71.4772,
31-Jan-20,Equity,Sub-total,6401.33,5775.41,625.92,87.57,Rs.71.4772,
03-Feb-20,Equity,Stock Exchange,7196.24,11857.41,-4661.17,-651.82,Rs.71.5096,
03-Feb-20,Equity,Primary market & others,809.89,524.28,285.61,39.94,Rs.71.5096,
03-Feb-20,Equity,Sub-total,8006.13,12381.69,-4375.56,-611.88,Rs.71.5096,
04-Feb-20,Equity,Stock Exchange,9070.44,7356.91,1713.53,239.39,Rs.71.5803,
04-Feb-20,Equity,Primary market & others,477.96,340.92,137.04,19.14,Rs.71.5803,
04-Feb-20,Equity,Sub-total,9548.4,7697.83,1850.57,258.53,Rs.71.5803,
05-Feb-20,Equity,Stock Exchange,7673.38,7069.13,604.25,84.94,Rs.71.1350,
05-Feb-20,Equity,Primary market & others,436.85,118.14,318.71,44.8,Rs.71.1350,
05-Feb-20,Equity,Sub-total,8110.23,7187.27,922.96,129.74,Rs.71.1350,
06-Feb-20,Equity,Stock Exchange,7158.4,6626.64,531.76,74.62,Rs.71.2664,
06-Feb-20,Equity,Primary market & others,0,1.31,-1.31,-0.18,Rs.71.2664,
06-Feb-20,Equity,Sub-total,7158.4,6627.95,530.45,74.44,Rs.71.2664,
07-Feb-20,Equity,Stock Exchange,6361.18,6777.59,-416.41,-58.44,Rs.71.2558,
07-Feb-20,Equity,Primary market & others,315.48,0.05,315.43,44.27,Rs.71.2558,
07-Feb-20,Equity,Sub-total,6676.66,6777.64,-100.98,-14.17,Rs.71.2558,
10-Feb-20,Equity,Stock Exchange,5354.14,5078.53,275.61,38.68,Rs.71.2476,
10-Feb-20,Equity,Primary market & others,9668.85,0.78,9668.07,1356.97,Rs.71.2476,
10-Feb-20,Equity,Sub-total,15022.99,5079.31,9943.68,1395.65,Rs.71.2476,
11-Feb-20,Equity,Stock Exchange,4611.73,4750.78,-139.05,-19.5,Rs.71.3046,
11-Feb-20,Equity,Primary market & others,1.75,365.55,-363.8,-51.02,Rs.71.3046,
11-Feb-20,Equity,Sub-total,4613.48,5116.33,-502.85,-70.52,Rs.71.3046,
12-Feb-20,Equity,Stock Exchange,4695.3,4811.44,-116.14,-16.3,Rs.71.2291,
12-Feb-20,Equity,Primary market & others,2506.34,232.77,2273.57,319.19,Rs.71.2291,
12-Feb-20,Equity,Sub-total,7201.64,5044.21,2157.43,302.89,Rs.71.2291,
13-Feb-20,Equity,Stock Exchange,4949.58,4980.21,-30.63,-4.3,Rs.71.2580,
13-Feb-20,Equity,Primary market & others,0,632.38,-632.38,-88.75,Rs.71.2580,
13-Feb-20,Equity,Sub-total,4949.58,5612.59,-663.01,-93.05,Rs.71.2580,
14-Feb-20,Equity,Stock Exchange,5427.17,4366.23,1060.94,148.44,Rs.71.4699,
14-Feb-20,Equity,Primary market & others,0,398.04,-398.04,-55.69,Rs.71.4699,
14-Feb-20,Equity,Sub-total,5427.17,4764.27,662.9,92.75,Rs.71.4699,
17-Feb-20,Equity,Stock Exchange,3052.09,4621.6,-1569.51,-219.86,Rs.71.3865,
17-Feb-20,Equity,Primary market & others,921.34,493.88,427.46,59.88,Rs.71.3865,
17-Feb-20,Equity,Sub-total,3973.43,5115.48,-1142.05,-159.98,Rs.71.3865,
18-Feb-20,Equity,Stock Exchange,4125.75,3597.8,527.95,73.91,Rs.71.4259,
18-Feb-20,Equity,Primary market & others,51.57,406.2,-354.63,-49.65,Rs.71.4259,
18-Feb-20,Equity,Sub-total,4177.32,4004,173.32,24.26,Rs.71.4259,
20-Feb-20,Equity,Stock Exchange,11721.21,9906.26,1814.95,254.19,Rs.71.4013,
20-Feb-20,Equity,Primary market & others,0,521.78,-521.78,-73.08,Rs.71.4013,
20-Feb-20,Equity,Sub-total,11721.21,10428.04,1293.17,181.11,Rs.71.4013,
24-Feb-20,Equity,Stock Exchange,7345.94,5871.69,1474.25,205.93,Rs.71.5899,
24-Feb-20,Equity,Primary market & others,0.12,633.52,-633.4,-88.48,Rs.71.5899,
24-Feb-20,Equity,Sub-total,7346.06,6505.21,840.85,117.45,Rs.71.5899,
25-Feb-20,Equity,Stock Exchange,5997.65,6998.91,-1001.26,-139.35,Rs.71.8522,
25-Feb-20,Equity,Primary market & others,0,734.41,-734.41,-102.21,Rs.71.8522,
25-Feb-20,Equity,Sub-total,5997.65,7733.32,-1735.67,-241.56,Rs.71.8522,
26-Feb-20,Equity,Stock Exchange,5721.73,7535.42,-1813.69,-252.39,Rs.71.8598,
26-Feb-20,Equity,Primary market & others,2.05,26.57,-24.52,-3.41,Rs.71.8598,
26-Feb-20,Equity,Sub-total,5723.78,7561.99,-1838.21,-255.8,Rs.71.8598,
27-Feb-20,Equity,Stock Exchange,5824.71,8842.9,-3018.19,-420.78,Rs.71.7291,
27-Feb-20,Equity,Primary market & others,0,114.13,-114.13,-15.91,Rs.71.7291,
